weight,age,height,size
63,34,170.18,L
92,38,149.86,XXXL
56,31,160.02,M
65,38,177.8,M
62,36,160.02,XXXL
54,37,160.02,S
54,40,154.94,S
65,42,167.64,L
70,41,172.72,XL
72,36,167.64,XXXL
54,36,170.18,S
58,31,162.56,M
54,31,162.56,S
74,35,175.26,XL
56,29,165.1,S
58,56,172.72,S
65,26,175.26,XL
52,26,157.48,M
72,36,177.8,L
74,30,175.26,XXXL
54,33,157.48,XXS
52,45,167.64,S
61,36,162.56,M
86,33,165.1,XXXL
63,34,172.72,L
79,59,172.72,XXXL
54,29,157.48,M
61,31,175.26,S
66,46,157.48,XL
54,30,167.64,XXS
72,51,172.72,XXXL
95,30,160.02,XXXL
65,28,167.64,L
63,24,165.1,XL
64,28,170.18,S
71,34,182.88,L
58,48,167.64,M
86,36,154.94,XXXL
61,33,167.64,L
53,43,162.56,XXS
65,21,170.18,S
63,35,170.18,XL
72,29,167.64,XL
58,24,162.56,M
58,32,180.34,M
79,36,177.8,XXXL
63,38,167.64,XL
61,24,165.1,L
57,29,167.64,XL
62,34,167.64,M
56,30,167.64,M
56,31,170.18,M
75,31,177.8,XL
58,35,160.02,S
56,30,167.64,M
51,32,167.64,XXS
60,50,162.56,L
60,45,162.56,L
77,26,170.18,XXXL
63,34,162.56,M
61,26,165.1,M
48,26,157.48,XXS
58,31,162.56,M
57,30,167.64,S
47,26,154.94,S
57,41,167.64,M
56,63,170.18,M
63,33,177.8,M
70,51,180.34,XXXL
54,26,167.64,S
59,37,167.64,M
54,33,162.56,M
58,27,170.18,M
70,57,162.56,XXXL
62,35,162.56,M
65,34,172.72,XL
72,33,160.02,XL
48,29,165.1,XXS
56,34,162.56,M
61,46,170.18,XL
54,36,160.02,M
65,34,177.8,M
95,31,172.72,XXXL
48,43,165.1,S
68,62,177.8,XXXL
63,34,154.94,XXXL
58,20,162.56,M
77,30,162.56,XXXL
64,54,175.26,L
82,53,167.64,XXXL
104,47,177.8,XXXL
63,25,165.1,L
74,35,167.64,XXXL
70,34,170.18,XL
56,34,162.56,L
54,24,175.26,XXS
54,37,160.02,M
79,39,162.56,XL
65,35,170.18,XL
77,25,167.64,XXXL
58,23,160.02,M
63,23,167.64,M
70,34,162.56,M
54,36,170.18,M
52,29,160.02,M
54,31,162.56,XXS
56,28,154.94,XL
55,28,162.56,M
47,26,167.64,XXS
74,41,162.56,XL
56,31,160.02,M
48,25,157.48,XXS
79,30,162.56,XXXL
71,55,160.02,XXXL
58,34,160.02,XXXL
55,34,167.64,M
77,29,172.72,XXXL
56,31,160.02,M
67,37,162.56,L
58,33,157.48,XL
65,36,165.1,M
54,24,160.02,S
58,39,172.72,L
61,29,167.64,M
63,36,175.26,L
56,31,162.56,S
54,49,157.48,L
58,30,157.48,L
61,21,157.48,XL
68,36,172.72,L
61,29,170.18,M
57,43,154.94,S
64,32,167.64,M
54,34,154.94,S
72,35,154.94,XXXL
49,23,160.02,S
58,31,170.18,L
58,33,172.72,XXS
56,30,160.02,M
58,30,165.1,M
52,42,167.64,S
74,52,157.48,XXXL
71,30,172.72,XL
53,37,170.18,M
59,23,160.02,M
47,28,157.48,XXS
58,31,172.72,M
58,31,154.94,L
59,35,165.1,M
47,27,160.02,XXS
46,44,162.56,XXS
79,55,165.1,XXXL
58,30,162.56,M
61,44,152.4,M
86,37,187.96,XXXL
54,41,152.4,M
79,40,177.8,XXXL
51,29,157.48,S
64,31,167.64,XXXL
59,22,172.72,XL
54,21,160.02,S
52,30,154.94,S
63,44,167.64,XL
79,33,170.18,XXXL
58,30,157.48,L
77,25,167.64,XXXL
58,39,167.64,L
56,29,170.18,M
56,22,167.64,M
56,22,162.56,M
68,31,165.1,XL
53,29,165.1,S
51,43,160.02,S
56,29,160.02,M
56,30,167.64,M
63,33,167.64,L
58,38,154.94,M
63,49,160.02,XL
55,31,152.4,M
68,,162.56,XL
63,52,167.64,M
55,32,157.48,M
70,39,165.1,XL
54,49,154.94,M
63,31,167.64,S
54,48,162.56,M
48,26,157.48,XXS
52,40,162.56,M
70,34,172.72,L
68,42,175.26,XXXL
96,40,160.02,XXXL
49,31,157.48,XXS
63,42,170.18,M
52,28,172.72,XXS
71,33,167.64,XL
79,40,177.8,XXXL
62,63,167.64,XL
72,32,177.8,XXXL
57,43,172.72,S
56,37,160.02,S
74,40,170.18,XXXL
56,31,172.72,M
61,28,167.64,S
52,19,167.64,L
68,42,170.18,XXXL
58,28,167.64,M
50,52,160.02,M
60,48,160.02,XL
52,33,162.56,S
63,29,157.48,L
61,32,170.18,L
70,28,172.72,XL
54,28,160.02,XXS
65,50,162.56,XXXL
59,31,165.1,M
72,27,167.64,XXXL
70,29,165.1,XL
61,33,170.18,M
56,31,167.64,S
56,29,160.02,L
63,41,175.26,M
63,33,165.1,XL
47,31,167.64,XXS
65,30,167.64,XL
72,31,177.8,L
56,19,165.1,S
63,29,170.18,M
63,29,182.88,M
63,53,167.64,XL
58,31,167.64,S
60,31,160.02,L
47,27,157.48,XXS
51,53,154.94,M
54,20,165.1,S
86,36,162.56,XXXL
68,34,177.8,XL
51,33,157.48,M
49,34,160.02,XXS
60,48,162.56,L
74,31,180.34,XXXL
78,46,180.34,XL
53,23,154.94,M
61,30,157.48,L
72,31,175.26,XL
60,36,162.56,XL
56,27,154.94,M
72,29,175.26,XL
52,26,162.56,S
88,25,162.56,XXXL
54,33,170.18,M
90,36,175.26,XXXL
57,30,157.48,S
72,26,165.1,XL
62,50,165.1,M
52,43,154.94,M
70,30,170.18,XL
68,31,175.26,L
63,26,165.1,L
49,24,167.64,S
77,45,180.34,XXXL
61,35,170.18,L
60,58,160.02,XL
56,25,165.1,S
72,47,162.56,XXXL
63,32,160.02,L
74,42,157.48,XXXL
56,30,157.48,M
49,20,160.02,XXS
56,24,154.94,M
58,38,162.56,XXXL
53,39,167.64,XXS
47,27,154.94,M
65,25,160.02,S
72,29,162.56,XXXL
56,24,152.4,M
57,26,160.02,M
58,32,162.56,M
50,27,157.48,S
56,30,172.72,M
77,44,170.18,XXXL
54,31,162.56,L
55,30,172.72,M
61,48,172.72,L
58,40,154.94,M
56,43,162.56,M
54,22,165.1,S
47,29,162.56,M
52,33,170.18,XXS
61,29,180.34,M
54,22,165.1,S
68,33,170.18,XXXL
61,42,154.94,L
56,55,167.64,M
68,35,172.72,L
68,32,157.48,XXXL
51,27,160.02,XXS
76,34,167.64,XXXL
52,29,160.02,XXS
58,42,162.56,M
68,42,160.02,XXXL
56,47,167.64,M
58,32,167.64,M
80,29,172.72,XXXL
58,31,160.02,S
56,26,162.56,S
61,35,172.72,S
79,43,175.26,XXXL
56,33,162.56,S
68,33,180.34,M
68,29,175.26,XL
68,27,175.26,XL
43,32,154.94,XXS
54,47,162.56,M
72,27,167.64,XXXL
95,38,167.64,XXXL
70,27,162.56,XXXL
58,29,152.4,M
77,37,170.18,XL
61,58,177.8,M
63,30,172.72,XL
61,23,170.18,L
63,34,170.18,S
68,32,165.1,XL
68,31,162.56,L
56,33,167.64,M
66,33,167.64,XL
52,30,157.48,M
68,37,165.1,L
52,49,167.64,S
68,30,152.4,XXXL
70,39,172.72,XL
74,44,170.18,XXXL
61,31,160.02,XL
63,30,160.02,M
49,32,154.94,S
51,28,160.02,M
52,29,152.4,M
57,30,165.1,M
77,26,182.88,XXXL
48,28,154.94,XXS
68,27,180.34,L
77,48,167.64,XXXL
58,35,162.56,M
77,31,157.48,M
63,30,162.56,L
61,30,167.64,L
63,38,172.72,L
70,27,167.64,XL
63,27,172.72,L
63,35,165.1,XL
47,35,160.02,XXS
68,31,165.1,XL
58,33,165.1,M
68,29,165.1,XL
68,38,160.02,XXXL
55,32,162.56,S
55,28,154.94,M
58,47,157.48,M
72,27,182.88,XXXL
97,35,154.94,XXXL
61,39,165.1,M
63,29,162.56,XL
22,46,152.4,XXXL
56,46,165.1,S
73,48,177.8,XXXL
58,49,162.56,M
61,48,172.72,L
49,29,162.56,S
72,32,182.88,XL
58,40,167.64,M
74,40,170.18,XXXL
68,38,167.64,L
70,28,172.72,XL
61,46,165.1,XXXL
61,28,162.56,M
63,21,167.64,XL
69,31,167.64,M
49,29,157.48,S
54,35,160.02,S
61,28,165.1,S
61,35,170.18,M
74,22,172.72,XL
49,34,160.02,S
61,30,157.48,M
52,29,157.48,S
63,21,175.26,L
68,44,167.64,XXXL
61,29,167.64,L
58,39,160.02,M
56,34,165.1,M
45,29,157.48,XXS
88,33,162.56,XXXL
68,22,167.64,L
48,32,162.56,XXS
43,31,152.4,XXS
56,27,162.56,M
50,28,162.56,XXS
56,32,154.94,M
65,34,157.48,XL
63,27,167.64,M
61,29,167.64,M
80,30,175.26,XL
53,34,160.02,S
52,34,157.48,M
65,35,167.64,L
70,32,170.18,XXXL
74,22,180.34,L
58,42,162.56,M
65,29,172.72,XXXL
56,32,167.64,M
77,31,154.94,XXXL
54,35,165.1,S
58,33,157.48,L
72,31,165.1,XL
52,28,167.64,S
56,33,162.56,M
81,35,170.18,XXXL
56,27,165.1,S
52,40,172.72,XXS
50,37,165.1,S
55,32,165.1,M
49,26,167.64,XXS
67,39,165.1,XXXL
54,34,157.48,M
70,47,154.94,XXXL
88,49,162.56,XXXL
65,29,165.1,L
61,40,165.1,M
63,42,170.18,XL
65,34,162.56,L
54,30,165.1,XXS
63,40,172.72,XL
56,40,165.1,L
58,40,170.18,M
72,40,175.26,XXXL
74,40,167.64,XXXL
72,29,165.1,XXXL
77,38,165.1,XL
88,38,170.18,XXXL
63,27,154.94,XXXL
53,47,154.94,S
56,32,172.72,S
63,23,172.72,L
54,20,165.1,S
77,29,162.56,XXXL
54,44,162.56,M
49,28,,XXS
52,25,149.86,S
77,27,165.1,XXXL
56,30,172.72,S
58,33,167.64,M
50,38,162.56,S
72,35,162.56,XXXL
45,30,154.94,S
76,33,165.1,XXXL
65,38,177.8,XXXL
60,30,162.56,L
56,26,167.64,M
83,36,180.34,XXXL
72,69,167.64,XXXL
56,29,165.1,M
64,25,167.64,M
63,31,167.64,XL
79,29,172.72,XXXL
63,34,167.64,L
62,31,170.18,M
58,30,167.64,M
97,32,172.72,XXXL
58,46,167.64,M
56,30,162.56,M
65,32,177.8,L
62,28,170.18,XL
63,30,162.56,XL
76,36,162.56,XXXL
65,34,175.26,M
72,48,175.26,XXXL
63,48,180.34,L
77,28,165.1,XXXL
54,34,162.56,S
54,47,157.48,S
56,27,172.72,S
58,37,177.8,M
50,27,160.02,XXS
55,30,167.64,S
45,31,154.94,S
47,25,157.48,XXS
49,29,165.1,XXS
68,50,157.48,XXXL
65,34,170.18,XL
77,29,182.88,XXXL
56,29,167.64,XXS
63,36,160.02,L
74,32,162.56,XL
56,51,167.64,M
74,55,180.34,XXXL
61,26,170.18,XL
74,28,177.8,XXXL
54,25,165.1,M
72,42,177.8,L
55,26,170.18,M
58,53,167.64,XL
54,27,160.02,L
49,56,157.48,S
85,39,160.02,XXXL
66,32,157.48,XXXL
54,47,162.56,M
65,23,175.26,XL
68,45,165.1,XXXL
79,42,162.56,XXXL
56,31,165.1,L
56,37,160.02,XXS
61,27,157.48,L
53,37,162.56,S
56,37,162.56,M
61,30,172.72,M
60,38,162.56,L
76,22,170.18,XXXL
56,26,157.48,S
54,50,160.02,M
53,36,157.48,M
52,32,167.64,XXS
56,28,162.56,S
63,31,177.8,L
72,30,175.26,XXXL
56,43,162.56,M
59,32,162.56,M
63,34,160.02,XL
61,45,167.64,XXXL
51,22,162.56,S
70,41,170.18,XL
58,36,170.18,M
62,25,157.48,XXXL
56,32,162.56,S
52,25,157.48,M
70,20,170.18,L
61,31,177.8,L
56,32,157.48,M
68,28,157.48,XL
61,27,172.72,L
70,40,177.8,XL
52,52,172.72,S
61,24,162.56,XL
77,29,162.56,XXXL
49,30,160.02,S
52,55,167.64,S
49,34,160.02,S
49,32,162.56,XXS
63,28,177.8,L
67,36,172.72,XXXL
63,24,162.56,M
56,41,162.56,M
52,29,160.02,S
63,27,160.02,XL
52,32,160.02,XXS
62,28,172.72,XL
65,41,157.48,XL
56,63,165.1,M
71,37,160.02,XL
72,42,167.64,XXXL
61,36,172.72,M
52,37,157.48,S
90,26,182.88,XXXL
58,30,157.48,M
63,30,165.1,M
60,38,167.64,M
52,26,157.48,XXS
77,51,170.18,XXXL
56,27,154.94,XL
58,28,157.48,M
68,23,170.18,XL
58,30,165.1,XL
72,26,,XL
58,28,154.94,XL
77,30,170.18,XXXL
56,38,170.18,M
68,27,177.8,M
60,32,170.18,S
58,37,152.4,M
71,33,157.48,XL
51,32,157.48,M
60,40,167.64,XXXL
58,33,162.56,M
52,23,160.02,S
74,39,170.18,XXXL
71,44,152.4,XXXL
68,53,170.18,XXXL
55,25,177.8,S
52,44,154.94,M
56,28,162.56,M
77,34,172.72,XXXL
74,46,172.72,XL
70,31,165.1,XL
67,47,165.1,XL
63,25,162.56,XL
69,47,177.8,L
77,38,,XXXL
54,33,157.48,S
63,36,170.18,XL
61,34,167.64,L
70,40,175.26,XXXL
72,31,175.26,L
61,30,172.72,S
58,23,160.02,XXS
54,28,160.02,M
61,28,165.1,L
49,28,154.94,XXS
60,33,160.02,L
70,27,180.34,L
54,25,157.48,S
48,36,157.48,XXS
58,32,175.26,S
48,42,157.48,XXS
58,29,172.72,S
68,29,180.34,XL
58,31,154.94,M
70,44,187.96,XXXL
61,45,167.64,XXXL
57,47,165.1,M
58,31,165.1,M
70,26,172.72,XXXL
52,47,165.1,XXS
61,37,165.1,M
54,33,157.48,XL
49,41,157.48,XXS
63,31,162.56,XL
63,36,165.1,M
61,30,170.18,S
68,27,157.48,XL
58,33,172.72,M
104,37,180.34,XXXL
58,37,162.56,XL
54,28,152.4,M
68,63,167.64,L
90,29,162.56,XXXL
76,38,177.8,XL
72,39,157.48,XXXL
54,28,162.56,S
74,32,167.64,XXXL
54,34,165.1,S
64,45,175.26,L
63,33,167.64,L
63,33,167.64,L
58,45,162.56,XL
67,42,167.64,XL
72,33,157.48,XL
61,32,157.48,XL
52,40,160.02,XXS
58,38,162.56,M
54,34,165.1,M
70,32,162.56,XL
56,35,165.1,M
63,32,160.02,M
63,33,162.56,XL
65,26,177.8,M
52,21,177.8,S
51,31,167.64,S
56,43,172.72,S
58,34,167.64,S
58,45,172.72,M
57,31,162.56,S
68,40,175.26,XXXL
63,29,160.02,XL
64,27,170.18,XL
81,28,170.18,XXXL
66,36,162.56,XL
65,35,172.72,XL
65,36,157.48,XXL
113,42,170.18,XXXL
102,33,170.18,XXXL
57,38,162.56,S
65,26,162.56,XL
68,27,170.18,M
56,33,154.94,M
54,34,157.48,M
72,27,162.56,XXXL
64,40,160.02,L
56,31,157.48,M
70,33,172.72,L
45,35,157.48,XXS
52,30,157.48,S
68,27,165.1,XL
58,53,154.94,XXXL
54,30,165.1,M
49,36,167.64,XXS
56,34,154.94,M
70,36,162.56,XXXL
54,31,157.48,M
79,40,175.26,XXXL
68,33,170.18,XL
70,47,154.94,XXXL
53,34,167.64,S
61,38,170.18,XL
63,46,154.94,XL
47,36,152.4,S
70,33,162.56,XL
74,27,165.1,XXXL
79,29,165.1,XL
82,33,177.8,XXXL
56,30,165.1,S
70,42,172.72,XXXL
65,36,167.64,XL
61,25,177.8,S
68,30,165.1,XXXL
70,40,170.18,XL
63,30,170.18,L
63,32,172.72,XL
54,35,165.1,S
50,40,154.94,M
58,38,165.1,M
65,28,167.64,L
58,41,160.02,M
56,33,167.64,M
63,28,160.02,L
58,33,167.64,M
54,45,152.4,S
81,48,165.1,XXXL
68,36,162.56,XXXL
63,33,157.48,XL
54,35,154.94,M
65,37,165.1,XL
86,36,175.26,XXXL
54,22,170.18,XXS
55,26,152.4,M
49,34,160.02,XXS
60,28,154.94,M
81,41,162.56,XXXL
61,34,167.64,L
63,60,167.64,XL
61,28,170.18,M
57,36,175.26,M
54,26,172.72,S
61,38,167.64,M
54,34,172.72,S
58,31,175.26,M
61,34,167.64,L
78,54,162.56,XXXL
61,31,170.18,M
54,30,167.64,S
54,26,162.56,S
58,21,162.56,L
54,32,152.4,M
104,33,165.1,XXXL
64,27,170.18,XL
52,40,172.72,S
68,27,165.1,XXXL
72,37,160.02,XXXL
40,19,147.32,S
57,31,167.64,S
58,28,172.72,M
52,32,160.02,S
47,36,165.1,XXS
61,26,162.56,M
63,30,170.18,L
56,49,167.64,S
63,56,162.56,XL
70,36,177.8,XXXL
79,30,165.1,XXXL
62,32,175.26,M
68,39,165.1,XL
58,45,157.48,L
53,29,165.1,L
74,46,165.1,XXXL
75,23,165.1,L
52,26,157.48,S
49,31,154.94,S
70,50,157.48,L
62,29,170.18,XL
77,41,167.64,XXXL
56,34,160.02,M
58,32,177.8,S
58,21,160.02,M
77,25,162.56,XL
63,30,172.72,L
56,30,160.02,L
72,42,172.72,XXXL
63,43,157.48,L
54,32,162.56,M
68,27,160.02,XL
58,37,172.72,S
54,29,152.4,L
77,31,177.8,XXXL
56,42,175.26,S
74,59,162.56,XXXL
86,35,172.72,XXXL
61,31,160.02,XL
58,33,165.1,L
63,29,172.72,M
79,32,160.02,XXXL
63,43,157.48,XL
58,31,170.18,M
70,50,157.48,L
56,36,172.72,S
80,33,167.64,XXXL
56,34,170.18,S
81,24,167.64,XXXL
47,28,157.48,XXS
63,28,162.56,XXXL
52,30,154.94,XXS
56,32,160.02,S
40,30,142.24,S
68,29,157.48,XL
55,30,162.56,S
63,34,170.18,XL
68,25,165.1,L
63,,167.64,XXXL
65,30,177.8,M
79,31,175.26,XXXL
61,37,165.1,M
58,36,165.1,M
77,48,167.64,XXXL
68,30,170.18,XL
68,30,165.1,M
66,32,165.1,XXXL
54,55,157.48,M
68,31,177.8,XL
70,32,165.1,XL
61,34,170.18,M
49,31,162.56,XXS
56,26,154.94,L
67,32,162.56,L
58,33,162.56,XL
67,42,167.64,XXXL
63,30,162.56,M
58,32,162.56,L
52,25,167.64,S
47,26,160.02,S
70,27,177.8,XL
63,28,157.48,M
68,32,167.64,XL
53,37,154.94,XXS
57,43,175.26,S
72,34,177.8,XL
58,33,170.18,L
77,34,165.1,XXXL
57,33,162.56,S
54,32,160.02,M
81,33,177.8,XXXL
54,30,167.64,S
70,26,165.1,XL
68,29,175.26,XL
58,37,162.56,S
99,38,167.64,XXXL
59,36,160.02,XL
61,28,162.56,M
56,33,162.56,M
67,46,157.48,XXXL
68,28,165.1,L
56,30,170.18,M
65,29,157.48,L
58,26,160.02,S
62,32,182.88,M
68,33,180.34,L
65,25,149.86,XL
72,27,172.72,XXXL
58,37,175.26,L
52,36,162.56,S
65,32,165.1,M
77,31,177.8,XL
52,29,160.02,S
55,30,170.18,M
63,33,165.1,XL
99,37,180.34,XXXL
45,33,162.56,XXS
53,38,157.48,M
63,25,172.72,L
58,28,160.02,S
88,33,167.64,XXXL
56,31,175.26,S
74,24,170.18,XXXL
88,46,172.72,XXXL
83,35,162.56,XXXL
71,47,160.02,XXXL
58,30,157.48,L
53,35,160.02,S
46,22,154.94,S
58,27,177.8,S
61,34,167.64,XL
55,35,162.56,L
68,35,160.02,XXXL
47,36,170.18,S
49,28,154.94,XXS
61,27,162.56,L
56,27,165.1,S
81,40,160.02,XXXL
52,28,157.48,XXS
56,26,170.18,M
74,35,165.1,M
46,44,160.02,XXS
81,44,160.02,XXXL
53,28,167.64,S
58,22,170.18,M
70,34,162.56,XXXL
61,36,167.64,M
79,53,157.48,XXXL
50,47,162.56,S
58,30,172.72,S
59,33,177.8,S
63,52,165.1,XXXL
58,29,167.64,M
61,28,167.64,M
45,33,154.94,S
42,36,154.94,XXS
49,42,152.4,S
49,31,165.1,XXS
58,53,160.02,L
81,27,170.18,XXXL
90,34,167.64,XXXL
58,35,162.56,M
52,31,165.1,XXS
56,23,167.64,S
68,32,177.8,XXXL
58,41,172.72,M
56,27,172.72,M
49,24,152.4,XXS
71,33,170.18,XXXL
65,33,170.18,L
72,29,165.1,L
65,41,167.64,XL
63,29,170.18,M
72,23,170.18,XL
56,35,157.48,XXS
49,29,160.02,XXS
50,26,160.02,XXS
56,37,162.56,S
56,27,162.56,S
53,32,154.94,S
49,32,162.56,M
51,35,165.1,S
63,28,165.1,XL
65,28,154.94,M
70,43,157.48,XXXL
58,38,170.18,XXXL
49,50,157.48,S
70,24,162.56,XL
47,32,160.02,XXS
61,27,165.1,L
62,26,172.72,M
77,37,177.8,XXXL
56,24,162.56,M
65,33,172.72,M
65,46,172.72,M
86,35,167.64,XXXL
54,25,165.1,XXS
58,50,167.64,M
63,32,162.56,XL
68,29,170.18,L
58,31,160.02,M
63,25,172.72,XL
77,30,162.56,XXXL
49,26,157.48,XXS
88,41,172.72,XXXL
68,28,167.64,S
61,57,160.02,XXXL
70,33,172.72,XXXL
58,34,175.26,XXS
65,27,162.56,XL
52,31,175.26,S
68,58,157.48,XXXL
77,27,182.88,XXXL
54,28,175.26,XL
55,41,162.56,S
77,32,177.8,XXXL
70,22,167.64,XL
72,28,165.1,XXXL
61,19,167.64,L
45,26,149.86,XXS
54,35,157.48,M
65,26,172.72,M
58,36,172.72,L
68,31,167.64,XL
67,37,177.8,XL
55,26,170.18,S
62,30,167.64,L
56,25,170.18,S
61,26,165.1,L
61,38,160.02,XXXL
54,40,162.56,S
65,35,167.64,M
58,30,167.64,M
77,27,167.64,XXXL
58,43,165.1,M
58,45,170.18,L
83,27,172.72,XXXL
73,34,162.56,XL
55,31,160.02,S
68,28,162.56,XXL
54,27,162.56,XL
68,24,152.4,XXXL
54,30,165.1,XXS
56,30,157.48,S
58,59,160.02,L
65,46,167.64,XL
58,29,165.1,M
72,35,165.1,XL
72,30,175.26,XL
54,29,160.02,S
58,30,167.64,M
52,36,157.48,M
58,29,170.18,M
63,30,172.72,XL
63,43,175.26,XL
58,33,165.1,M
72,32,165.1,XXXL
54,27,170.18,M
74,40,167.64,XL
60,38,160.02,L
70,35,172.72,XXXL
56,28,175.26,S
68,32,167.64,XXXL
57,31,165.1,S
68,29,175.26,XL
49,36,157.48,XXS
61,31,167.64,XL
54,28,170.18,S
61,45,157.48,XL
53,31,165.1,XXS
54,33,172.72,M
56,33,170.18,S
58,34,175.26,S
61,24,162.56,M
70,36,177.8,XXXL
76,52,170.18,XL
57,31,165.1,M
44,32,157.48,XXS
83,33,172.72,XL
56,30,160.02,S
52,29,160.02,XXS
54,26,160.02,S
49,28,157.48,XXS
58,38,170.18,M
48,25,167.64,S
63,30,172.72,M
68,27,170.18,XL
65,35,160.02,XL
63,31,175.26,L
61,50,162.56,XXXL
65,32,167.64,XXXL
49,31,165.1,XXS
74,31,167.64,XXXL
49,,160.02,XXS
63,27,170.18,L
117,33,175.26,XXXL
61,31,170.18,M
54,23,160.02,L
51,39,172.72,S
81,30,157.48,XXXL
63,30,170.18,XL
81,42,165.1,XXXL
63,28,170.18,XL
57,38,162.56,M
70,34,152.4,XXXL
58,24,165.1,M
88,32,167.64,XXXL
61,31,160.02,M
73,40,180.34,XXXL
55,27,157.48,S
58,29,167.64,S
63,30,165.1,M
67,50,154.94,XXXL
56,32,162.56,M
81,36,165.1,XXXL
72,27,170.18,XL
54,42,162.56,M
63,26,162.56,M
47,26,152.4,S
61,31,172.72,M
61,33,157.48,XL
56,37,,S
52,28,165.1,XXS
48,43,154.94,S
61,25,177.8,L
104,31,172.72,XXXL
46,54,157.48,XXS
68,27,167.64,XL
52,30,165.1,S
57,29,162.56,M
63,30,162.56,XL
72,29,162.56,XXXL
59,36,160.02,S
90,33,182.88,XXXL
58,30,160.02,S
66,24,177.8,XL
61,34,167.64,L
56,28,167.64,L
54,21,154.94,S
79,31,175.26,XXXL
56,34,160.02,S
52,41,165.1,XL
52,31,157.48,M
58,30,170.18,S
56,40,165.1,M
73,30,172.72,XXXL
58,37,162.56,XL
74,36,170.18,XXXL
70,25,172.72,L
58,41,157.48,L
52,30,152.4,M
60,26,,XL
47,53,165.1,XL
49,50,157.48,XXS
49,33,157.48,S
61,44,177.8,XL
77,36,172.72,XXXL
58,47,154.94,L
68,36,175.26,XL
52,28,160.02,S
61,35,172.72,M
56,38,167.64,M
83,33,175.26,XXXL
68,41,170.18,L
61,29,172.72,L
56,29,177.8,S
70,43,175.26,XL
52,38,157.48,S
72,34,170.18,XL
68,28,172.72,L
56,29,162.56,M
51,25,167.64,S
68,36,177.8,XL
63,28,170.18,L
49,31,157.48,S
65,29,162.56,L
61,37,160.02,M
74,34,167.64,XXXL
61,45,167.64,XXXL
58,33,160.02,S
54,27,160.02,M
56,34,157.48,S
49,30,154.94,M
61,21,157.48,M
64,56,167.64,XL
68,58,160.02,XXXL
71,29,154.94,XXXL
58,23,172.72,S
72,29,167.64,XXXL
53,36,162.56,M
58,33,172.72,S
54,35,160.02,S
54,36,167.64,S
56,25,157.48,S
70,28,170.18,XXXL
61,29,162.56,M
49,25,157.48,XXS
61,31,170.18,L
52,35,157.48,M
65,34,172.72,M
65,28,167.64,L
53,41,167.64,S
74,31,160.02,XXXL
61,27,165.1,L
52,33,165.1,S
65,33,177.8,XL
49,37,152.4,S
77,30,157.48,XXXL
81,39,180.34,XXXL
48,29,157.48,XXS
65,26,177.8,XL
49,30,160.02,XXS
56,23,165.1,S
58,34,162.56,M
72,36,162.56,XXXL
58,28,154.94,XL
60,37,162.56,XL
61,20,175.26,M
58,42,165.1,M
70,33,167.64,XXXL
59,34,162.56,L
81,37,170.18,XXXL
63,35,152.4,XXXL
84,27,172.72,XXXL
55,33,162.56,S
52,29,162.56,XXS
57,34,160.02,M
83,39,172.72,XXXL
58,24,167.64,S
60,47,170.18,L
58,34,170.18,S
58,29,177.8,S
65,34,160.02,XL
56,27,167.64,S
50,47,170.18,L
68,44,175.26,XL
49,28,154.94,S
63,33,172.72,L
68,39,177.8,L
61,25,170.18,M
62,31,165.1,M
68,38,167.64,XXXL
54,31,167.64,S
63,34,172.72,S
77,40,165.1,XXXL
59,44,162.56,M
68,23,172.72,XL
56,28,165.1,S
54,55,165.1,S
60,43,172.72,M
63,33,165.1,M
61,33,162.56,M
72,38,170.18,XL
63,36,162.56,L
63,35,165.1,L
50,47,157.48,XXS
58,28,170.18,L
61,31,160.02,L
58,32,177.8,S
56,48,170.18,M
47,39,149.86,S
56,28,160.02,M
63,33,160.02,XL
61,29,177.8,M
70,63,170.18,XXXL
58,34,149.86,M
51,26,170.18,S
54,29,152.4,S
54,33,165.1,M
95,24,175.26,XXXL
65,35,170.18,L
71,31,170.18,XL
62,28,162.56,M
65,32,160.02,L
63,23,172.72,M
67,24,167.64,L
70,35,175.26,XL
63,28,160.02,M
72,32,167.64,XL
61,26,157.48,M
68,36,160.02,XXXL
65,32,165.1,L
53,35,167.64,S
67,45,172.72,XL
73,38,165.1,XXXL
49,37,152.4,XXS
54,27,172.72,S
49,28,162.56,S
61,35,172.72,L
52,36,160.02,S
72,33,172.72,XL
68,41,175.26,XL
56,54,154.94,M
68,29,160.02,M
65,42,167.64,XXXL
58,34,160.02,S
58,31,160.02,XXXL
61,28,172.72,S
53,41,165.1,M
68,29,170.18,XXXL
60,39,180.34,M
53,32,157.48,M
46,32,157.48,S
48,22,157.48,XXS
49,36,154.94,S
65,31,175.26,XL
54,33,165.1,S
56,24,162.56,S
48,26,162.56,S
68,30,170.18,XL
58,28,165.1,S
60,32,170.18,M
61,41,160.02,L
63,42,170.18,M
88,26,187.96,XXXL
86,32,165.1,XXXL
52,35,165.1,XXS
86,32,165.1,XXXL
56,35,167.64,L
63,43,167.64,L
56,26,160.02,L
52,26,167.64,XXS
54,33,160.02,M
58,30,157.48,XL
56,28,172.72,S
68,32,165.1,XXXL
46,42,157.48,XXS
64,20,172.72,M
62,38,157.48,XL
54,46,157.48,L
54,38,170.18,M
81,38,165.1,XXXL
52,48,154.94,M
50,45,157.48,M
48,32,167.64,L
62,32,170.18,L
